uuid,target
280,0.16721226
281,0.20247431
282,0.46751907
283,0.9062047
284,0.14051268
285,-0.021090118
286,0.037509423
287,0.15117584
288,0.046684798
289,0.28785342
290,-0.010819209
291,0.16469839
292,0.07923647
293,0.36107805
294,0.06455778
295,0.1358141
296,0.07068264
297,0.08015663
298,0.31914365
299,0.050305203
300,0.12142706
301,0.025541581
302,0.4510474
303,0.049968485
304,0.046759088
305,0.1513926
306,0.0835658
307,0.104902856
308,0.27437702
309,0.07076108
310,0.03561168
311,0.10664625
312,0.15143323
313,0.045872826
314,0.047234397
315,0.12359658
316,0.061292198
317,0.6447226
318,0.16647096
319,0.101079985
320,0.07464885
321,-0.02365463
322,0.108934395
323,0.34267473
324,0.081657514
325,0.17682832
326,0.022786535
327,0.02072791
328,0.23144826
329,0.1588479
330,0.12042675
331,0.026155937
332,0.4139284
333,0.024078384
334,0.09365367
335,0.20151234
336,0.12612699
337,0.11962083
338,0.17265517
339,0.114476554
340,0.003073997
341,0.119437
342,0.08468047
343,0.0776952
344,0.017474188
345,0.13019593
346,0.08410021
347,0.07869036
348,0.20794967
349,0.15390983
350,0.31592712
351,0.10749473
352,0.01656783
353,0.09278848
354,0.08962307
355,0.4353751
356,0.046379518
357,0.16321278
358,0.07067235
359,0.034498665
360,0.07133674
361,0.10793935
362,0.018606823
363,0.35498157
364,0.11327307
365,0.11889667
366,0.013001211
367,0.0831189
368,0.10251675
369,0.40752122
370,0.15062274
371,0.12851751
372,0.071205795
373,0.115868986
374,0.15387955
375,0.2197553
376,0.045699313
377,0.038179416
378,0.16503195
379,0.021393077
380,0.10430741
381,0.04035645
382,0.26497203
383,0.029797342
384,0.07539885
385,0.025895456
386,0.11065657
387,0.10156429
388,0.053250916
389,0.13421513
390,0.12630978
391,0.11615451
392,0.14839128
393,0.08557857
394,0.022556989
395,0.09615116
396,0.010346768
397,0.1572596
398,0.030264892
399,0.041783728
400,0.09250092
401,0.02709533
402,0.12184758
403,0.06522001
404,-0.026030926
405,0.072070524
406,0.051503092
407,0.0049081333
408,0.37651783
409,0.034404222
410,0.035789024
411,0.41278288
412,0.099013016
413,0.055570427
414,0.11344723
415,0.084353544
416,-0.0012063197
417,0.021423407
418,0.010046816
419,0.0066911797
420,0.20157397
421,0.01412175
422,0.1121531
423,0.23800018
424,0.0841875
425,0.08789078
426,0.10925968
427,0.06428854
428,0.3173704
429,0.06660724
430,0.0884795
431,0.37686864
432,0.09158482
433,0.11878787
434,0.026992861
435,0.12232927
436,0.07662442
437,0.08336431
438,0.11152845
439,0.099657565
440,0.099408425
441,0.10766031
442,0.061124366
443,0.11985568
444,0.80958253
445,0.0036465013
446,0.3913876
447,0.08752547
448,0.104027644
449,0.07001493
450,0.14694284
451,0.39357057
452,0.09622128
453,0.17092334
454,0.016706726
455,0.039653447
456,0.10590542
457,0.07456414
458,0.146163
459,0.08742075
460,0.0529048
461,0.1364126
462,-0.008982295
463,0.13946691
464,0.08669824
465,0.06790158
466,0.33782038
467,0.0058304705
468,0.34278905
469,0.027841473
470,0.10152577
471,0.13280277
472,0.15375072
473,0.11954132
474,0.13421525
475,0.28089765
476,0.6213906
477,0.10788874
478,0.60478544
479,0.25575063
480,0.08661873
481,0.19585738
482,0.3540531
483,0.09643604
484,0.03942602
485,-0.01125286
486,0.090008944
487,0.13945903
488,-0.013358698
489,0.0020026057
490,-0.011513676
491,0.14281625
492,0.03764782
493,0.081455946
494,0.07965123
495,0.3009957
496,0.4295227
497,0.18297468
498,0.06274152
499,0.12420653
500,0.0745876
501,0.07083349
502,0.09538401
503,0.083230905
504,0.2405664
505,0.040367637
506,0.09366921
507,0.11804295
508,0.12382022
509,0.05099458
510,-0.008876572
511,0.028769935
512,0.18622813
513,0.1243103
514,0.09578186
515,0.03876571
516,0.10901333
517,0.07017711
518,0.09751258
519,0.042729978
520,0.51689714
521,0.1448531
522,0.38913408
523,0.07615233
524,0.72128147
525,0.04909441
526,0.08410688
527,0.023383142
528,0.08593534
529,0.08628291
530,0.4085499
531,0.33308864
532,0.04307592
533,0.06841798
534,0.0708483
535,0.032389123
536,0.018803235
537,0.050358694
538,0.18326993
539,0.16099682
540,0.62758654
541,0.106675625
542,0.15054506
543,0.07513741
544,0.15412822
545,0.094896615
546,0.03135496
547,0.05576691
548,0.078235
549,0.0530645
550,0.53029245
551,0.03986621
552,0.1814107
553,0.014962164
554,0.19514324
555,0.102231815
556,0.08869722
557,0.115574144
558,0.019973077
559,0.30059186
560,0.01888495
561,-0.0031679603
562,0.08231674
563,0.38403958
564,0.08643945
565,0.07619549
566,0.33394733
567,0.12918505
568,0.122110754
569,0.026578818
570,0.1795326
571,0.024182176
572,0.13413128
573,0.30439466
574,0.17627014
575,0.14278577
576,0.0932189
577,0.08927226
578,0.01053183
579,0.10044678
580,0.033959012
581,0.09160491
582,0.13337772
583,0.10182234
584,0.17286177
585,0.096810326
586,-0.021717105
587,0.43346965
588,0.05173855
589,0.2302258
590,0.17690982
591,0.084255815
592,0.07881709
593,0.28175762
594,0.4912425
595,0.37526104
596,0.25515318
597,0.10828922
598,0.10299356
599,0.08648659
600,0.10597042
601,0.021227445
602,0.12850904
603,0.06980136
604,0.044665456
605,0.25553823
606,0.11157693
607,0.18951552
608,0.03973161
609,0.03164186
610,0.02955207
611,0.10861802
612,0.096314944
613,0.050573282
614,0.45272976
615,0.072803855
616,0.008067669
617,0.10211938
618,0.053921014
619,0.044208962
620,0.52175623
621,0.034341402
622,0.16267633
623,-0.019822042
624,0.13929425
625,0.058909778
626,0.017530065
627,0.009115458
628,0.17490599
629,0.0724687
630,0.06889605
631,0.09473268
632,0.58300346
633,0.07445517
634,0.053961717
635,0.049043927
636,0.4310286
637,0.057306767
638,0.12639676
639,0.11602954
640,0.03298777
641,0.3971279
642,0.11543516
643,0.09305329
644,0.04307607
645,0.0759296
646,0.10779984
647,0.08706331
648,0.08477523
649,0.15117462
650,0.093275845
651,0.08899872
652,0.59060675
653,0.17066078
654,0.103637524
655,0.124920584
656,0.13387309
657,0.20927028
658,0.5485068
659,0.17643669
660,0.10643404
661,0.052564465
662,0.076562405
663,0.056927137
664,0.009631312
665,0.119642496
666,0.11499947
667,0.04233522
668,0.26570684
669,0.10581222
670,0.003887859
671,0.09332167
672,0.09510517
673,0.22077514
674,0.13880743
675,0.0074577522
676,0.08736885
677,0.093686834
678,0.1467769
679,0.0772912
680,0.1713533
681,0.09765555
682,0.04015502
683,0.013775103
684,0.0898323
685,0.12789492
686,0.17088504
687,0.11215761
688,0.11308383
689,0.17368421
690,0.049009833
691,0.037306953
692,0.045832776
693,0.091336556
694,0.1365583
695,0.0141205555
696,0.0032173258
697,0.03031293
698,0.07018979
699,0.042699095
700,0.026800917
701,0.07595407
702,0.31181148
703,0.42172748
704,0.065792106
705,0.071792565
706,0.18395984
707,0.10206357
708,0.1716212
709,0.08697099
710,0.035919145
711,0.0646107
712,0.19059777
713,0.018457083
714,1.0754561
715,0.42910746
716,0.043133657
717,0.24130419
718,0.0017788985
719,0.12995172
720,0.097516626
721,0.044390786
722,0.036195774
723,0.0978627
724,0.12380602
725,0.10122049
726,0.09347387
727,0.1278652
728,0.10168023
729,0.42732033
730,0.14236616
731,0.030689007
732,0.34129715
733,0.08013529
734,0.15630747
735,0.3756411
736,0.20651479
737,0.08814929
738,0.0038777718
739,0.037514243
740,0.1839484
741,0.19150567
742,0.13804585
743,0.098238155
744,0.038421642
745,0.019925516
746,0.18701923
747,0.09037035
748,0.09508647
749,0.082582265
750,0.0922676
751,0.0077109304
752,0.07404609
753,0.11082118
754,0.021681687
755,0.06122014
756,0.1748663
757,0.025127523
758,0.033190653
759,0.730635
760,0.09999386
761,0.24326482
762,0.1971899
763,0.030253716
764,0.07438911
765,0.088736914
766,0.036272023
767,0.37111133
768,0.019044178
769,0.25410295
770,0.10581247
771,0.09749165
772,0.15985136
773,0.15208222
774,0.015187284
775,0.60309476
776,0.11869305
777,0.1310231
778,0.120049685
779,0.025886642
780,0.26030517
781,0.4667367
782,0.016707864
783,0.15721455
784,0.30487612
785,0.39004892
786,0.06405773
787,0.42624146
788,0.08629176
789,0.108752094
790,0.09025224
791,0.076196365
792,0.30931598
793,0.17242375
794,0.070487894
795,0.0059381076
796,0.13420607
797,0.0489729
798,0.12836272
799,0.64810264
800,0.01997119
801,0.028862499
802,0.028862
803,0.10391379
804,0.059547383
805,0.08156376
806,0.10176961
807,0.08922451
808,0.08981873
809,0.095945776
810,0.049235478
811,0.39603952
812,0.45277488
813,0.06700941
814,0.14162989
815,0.0653442
816,0.32415932
817,0.051010016
818,0.13978682
819,0.12639792
820,0.13290189
821,0.023270817
822,0.10577723
823,0.05538378
824,0.1537962
825,0.112961374
826,0.11504238
827,0.15216373
828,0.097710304
829,0.31971744
830,0.5755139
831,0.5871985
832,0.18648516
833,-0.0056749145
834,0.14700787
835,0.041908775
836,0.10346441
837,0.15479478
838,0.4249622
839,0.07883358
840,0.15893689
841,0.10986051
842,0.030481422
843,0.0078052217
844,0.018280594
845,0.11264966
846,0.17108418
847,0.06024171
848,0.06626523
849,0.09584606
850,0.19712031
851,0.16138805
852,0.44115612
853,0.11156575
854,0.017742435
855,0.22187194
856,0.06536645
857,0.12362018
858,0.032644764
859,0.0064168884
860,0.05680399
861,0.051490657
862,0.15062414
863,0.11106583
864,0.10578282
865,0.10417353
866,-0.017194308
867,0.6078924
868,0.12722464
869,0.06416089
870,0.07441606
871,0.036660314
872,0.304107
873,0.17942452
874,0.32480302
875,0.16089396
876,0.45892295
877,0.30269805
878,0.1299121
879,0.037221327
880,0.18817258
881,0.05570264
882,0.07174766
883,0.06406426
884,0.3706343
885,0.07181579
886,0.08169453
887,0.10262655
888,0.13458556
889,0.18307242
890,0.11438533
891,0.46079373
892,0.0020361776
893,0.077133976
894,0.066747546
895,0.39782563
896,0.18060735
897,0.04518665
898,0.09369114
899,0.071885936
900,0.10812526
901,0.08764321
902,0.09890284
903,0.11181955
904,0.11268374
905,0.028271178
906,0.1541419
907,0.39790103
908,0.16335014
909,0.4009282
910,0.11488209
911,0.088824436
912,0.16693032
913,0.08125354
914,0.43850192
915,0.15287063
916,0.30599162
917,0.09997359
918,0.11650678
919,0.028727444
920,0.09856024
921,0.09850638
922,-0.001501735
923,0.39976618
924,0.059334856
925,0.0003538
926,0.18029171
927,0.11836996
928,0.07547113
929,0.40003288
930,0.04503615
931,0.35515672
932,0.09444463
933,0.14126179
934,0.10009319
935,0.1460348
936,0.006793088
937,0.14280862
938,0.02152484
939,0.17486984
940,0.08611258
941,0.041784283
942,0.08099533
943,0.028032957
944,0.09422727
945,0.13550872
946,0.033635482
947,0.19188286
948,0.08037802
949,0.14403342
950,0.41274226
951,0.26509762
952,0.643445
953,0.23403674
954,0.16796148
955,0.12798554
956,0.028576791
957,0.43420923
958,0.048275948
959,0.22477625
960,0.10742787
961,0.46424866
962,0.04489628
963,0.19787818
964,0.13690259
965,0.040997386
966,0.17148581
967,0.075089075
968,0.0034632364
969,0.11899762
970,0.041576374
971,0.051304866
972,0.03909847
973,0.103219815
974,0.014744788
975,0.14878044
976,0.11799711
977,0.09204934
978,0.07407719
979,0.022450544
980,0.033700254
981,0.11876852
982,0.071137734
983,0.03611028
984,0.10751318
985,0.08938743
986,0.09142643
987,0.05128651
988,0.059198916
989,0.13900079
990,0.18022583
991,0.17294168
992,0.026136637
993,0.09014645
994,0.16731724
995,0.06771724
996,0.12007837
997,0.07296123
998,0.29286665
999,0.21795096
1000,0.09123383
1001,0.37021345
1002,0.09319596
1003,0.46661916
1004,0.038723335
1005,0.16676809
1006,0.25685212
1007,0.2585998
1008,0.13772455
1009,0.04052907
1010,0.041748907
1011,0.07414677
1012,0.42143697
1013,0.26533568
1014,0.02477976
1015,0.42844304
1016,0.023821538
1017,0.16000475
1018,0.07072388
1019,0.04782603
1020,0.047870584
1021,0.090467945
1022,-0.026828738
1023,0.24383512
1024,0.005254803
1025,0.13690329
1026,0.09086982
1027,0.106526166
1028,0.051778328
1029,0.0502988
1030,0.20949262
1031,0.010168486
1032,0.09522171
1033,0.03946329
1034,0.22130373
1035,0.10169683
1036,0.5895679
1037,0.15954901
1038,0.06081142
1039,0.035107348
1040,0.2987551
1041,0.13741562
1042,0.11394064
1043,0.0930143
1044,0.00018678444
1045,0.002218132
1046,0.07325981
1047,0.09886643
1048,0.092851974
1049,0.16864344
1050,0.123238735
1051,-0.008042032
1052,0.008502385
1053,0.10397251
1054,0.020592628
1055,0.038718656
1056,0.13330323
1057,0.112656794
1058,0.18296157
1059,0.13368101
1060,0.12134101
1061,0.5958133
1062,0.04611568
1063,0.11057732
1064,0.44826767
1065,0.095373176
1066,0.18015958
1067,0.071513034
1068,0.09329433
1069,0.62773514
1070,0.08514832
1071,0.06540919
1072,0.101123594
1073,0.18619655
1074,0.44011784
1075,0.09158791
1076,0.05559587
1077,0.05887254
1078,0.012329034
1079,0.10440045
1080,0.024457442
1081,0.023011785
1082,0.03405576
1083,0.055198427
1084,0.030989664
1085,0.066258475
1086,0.1821438
1087,0.07690436
1088,0.110159256
1089,0.057873603
1090,0.107245296
1091,0.07388828
1092,0.08331365
1093,0.35661206
1094,0.24079576
1095,0.084829345
1096,0.13850945
1097,0.10257591
1098,0.079640545
1099,0.1263963
1100,0.1796692
1101,0.02482624
1102,0.12150097
1103,0.041743975
1104,0.102606215
1105,0.03403294
1106,0.17054524
1107,0.0090146
1108,0.06710133
1109,0.10664876
1110,0.052971594
1111,0.012894643
1112,0.22684783
1113,0.138994
1114,0.118042514
1115,0.044748507
1116,0.048911847
1117,0.38772562
1118,0.016069101
1119,0.6075331
1120,0.15916246
1121,0.12973888
1122,0.083029516
1123,0.04535485
1124,0.0056831706
1125,0.11943369
1126,0.09242509
1127,0.10629472
1128,-0.011195304
1129,0.054822307
1130,0.29646927
1131,0.45738196
1132,0.0469596
1133,0.10458861
1134,0.63295543
1135,0.17015786
1136,0.1975194
1137,0.123462275
1138,0.0409067
1139,0.06674811
1140,0.04416083
1141,0.39608595
1142,0.30519634
1143,0.02330609
1144,0.022428455
1145,0.18632346
1146,0.015616691
1147,-0.011652819
1148,0.5163354
1149,-0.0014707638
1150,0.62127143
1151,0.39065048
1152,0.016902944
1153,0.035470292
1154,0.027228795
1155,0.0058121895
1156,-0.0012020022
1157,0.067176074
1158,0.62588805
1159,0.17368993
1160,0.10306589
1161,0.032506213
1162,0.1230551
1163,0.081267044
1164,0.12216096
1165,0.7811587
1166,0.20998093
1167,0.05112458
1168,0.07605171
1169,0.15873736
1170,0.10727293
1171,0.117163874
1172,0.03207644
1173,0.061296437
1174,0.749842
1175,0.24000423
1176,0.0665811
1177,0.16759583
1178,0.08595185
1179,0.06427465
1180,0.1351441
1181,0.00760215
1182,0.16666278
1183,0.07248744
1184,0.015508927
1185,0.1402885
1186,0.12129458
1187,0.08267792
1188,0.71709585
1189,0.02604897
1190,0.46022856
1191,0.087511644
1192,0.1095307
1193,0.66461647
1194,0.06764277
1195,0.11970239
1196,0.100049034
1197,0.14582165
1198,0.40176398
1199,0.42645106
1200,0.07381614
1201,0.062015302
1202,0.15300174
1203,0.32028595
1204,0.109871425
1205,0.75660765
1206,0.041177504
1207,0.18447787
1208,0.123583555
1209,0.08558678
1210,0.046588838
1211,0.107648574
1212,0.09607945
1213,0.059735782
1214,0.034872048
1215,0.028433098
1216,0.1962582
1217,0.06903366
1218,0.03181454
1219,0.062012136
1220,0.047698334
1221,0.013935021
1222,0.03625147
1223,0.06431908
1224,0.10025735
1225,0.046264958
1226,-0.014358605
1227,0.59246314
1228,-0.009509925
1229,0.04617585
1230,-0.006419692
1231,0.13034625
1232,0.39511216
1233,-0.006849525
1234,-0.0031182051
1235,0.09275696
1236,0.16640376
1237,0.21523535
1238,0.0613013
1239,-0.024404101
1240,0.05134992
1241,0.07079612
1242,0.09357994
1243,0.09634616
1244,0.018937787
1245,0.2852581
1246,0.1224164
1247,0.10491
1248,0.3367103
1249,-0.00086171034
1250,0.006004196
1251,0.10716692
1252,0.008119067
1253,0.066325665
1254,0.05335524
1255,0.09082952
1256,0.12064423
1257,0.042000853
1258,0.06007643
1259,0.08385319
1260,0.36411875
1261,0.11432562
1262,0.112834714
1263,0.08091547
1264,-0.025126548
1265,0.14439125
1266,0.23376516
1267,0.12792243
1268,0.15511718
1269,0.04604163
1270,0.020405006
1271,0.3254197
1272,0.007308913
1273,0.007842208
1274,0.014002279
1275,0.082485065
1276,0.06830263
1277,0.0599571
1278,0.029234337
1279,0.14109775
1280,0.07122895
1281,0.040359363
1282,0.4638245
1283,0.104696654
1284,0.053921465
1285,0.17341433
1286,0.120418824
1287,0.027990222
1288,0.08035671
1289,0.087020665
1290,0.05591835
1291,0.109392285
1292,0.14469105
1293,0.04062455
1294,0.14497007
1295,0.04759339
1296,0.15455025
1297,0.07563681
1298,0.104416646
1299,0.18048614
1300,0.44651863
1301,0.058001835
1302,0.10769612
1303,0.111671545
1304,0.012483178
1305,-0.016564585
1306,0.108088836
1307,0.035447095
1308,0.32947218
1309,0.34724164
1310,-0.038460486
1311,0.14104223
1312,0.11948809
1313,0.16831735
1314,0.11348312
1315,0.052917145
1316,0.071661465
1317,0.07102106
1318,0.022420784
1319,0.11505599
1320,0.13534904
1321,0.42341107
1322,0.08818803
1323,0.048352476
1324,0.10497441
1325,0.118533686
1326,0.121533565
1327,0.0077124718
1328,0.050072484
1329,0.14886828
1330,0.21951215
1331,0.3951124
1332,0.3391317
1333,0.10605905
1334,0.06695134
1335,0.0036286025
1336,0.39461118
1337,0.1349213
1338,0.061288558
1339,0.09481285
1340,0.06430892
1341,0.08635565
1342,0.059117995
1343,0.22993326
1344,0.09188804
1345,0.063232794
1346,0.15784322
1347,0.03218658
1348,0.096999764
1349,0.09263921
1350,0.14011465
1351,0.57210964
1352,0.33609444
1353,0.18257324
1354,0.21140814
1355,0.025960296
1356,0.27647626
1357,0.11661688
1358,0.08160356
1359,0.16450351
1360,0.10612941
1361,0.08266279
1362,0.2867155
1363,0.036103956
1364,-0.007992875
1365,0.1464652
1366,0.09125521
1367,0.09247832
1368,0.035428405
1369,0.25280404
1370,0.076110154
1371,0.07306545
1372,0.14394794
1373,0.09223274
1374,0.4744993
1375,0.054476447
1376,0.13235372
1377,0.45433635
1378,0.055164557
1379,0.39366704
1380,0.16372949
1381,0.02371199
1382,0.035808217
1383,0.38098523
1384,0.02020823
1385,0.18356578
1386,0.10173612
1387,0.09841106
1388,0.20909157
1389,0.28805482
1390,0.032444235
1391,0.020902684
1392,0.036823943
1393,0.03235064
1394,0.18922764
1395,0.039488893
1396,0.071581125
1397,0.08059114
1398,0.08638568
1399,0.14466709
1400,0.18449643
1401,0.09631948
1402,0.0763389
1403,0.00931657
1404,0.15851362
1405,0.038963128
1406,0.07394916
1407,0.12766746
1408,0.14624992
1409,0.027066791
1410,0.07016893
1411,0.089922726
1412,0.070018716
1413,0.049391005
1414,0.1541885
1415,0.037544966
1416,0.08623467
1417,0.104180545
1418,0.17493816
1419,0.06627672
1420,0.014485826
1421,0.048029073
1422,0.18535537
1423,0.2080716
1424,0.028899513
1425,0.10741924
1426,0.0287483
1427,0.21991976
1428,0.138315
1429,0.123659156
1430,0.029822892
1431,0.064316444
1432,0.35393828
1433,0.1036509
1434,0.042264704
1435,0.05268679
1436,-0.0028377739
1437,0.18388648
1438,0.9059625
1439,0.102066316
1440,0.031387396
1441,0.043862507
1442,0.05126445
1443,0.08404693
1444,0.3386177
1445,0.08663523
1446,0.22910929
1447,0.18725194
1448,0.5970342
1449,0.083812065
1450,0.19297704
1451,0.0734955
1452,0.022573782
1453,0.03070099
1454,0.3255726
1455,0.09324634
1456,0.39713588
1457,0.10217695
1458,0.20746222
1459,0.058251698
1460,0.15090741
1461,0.765156
1462,0.10155208
1463,0.17354321
1464,0.17623268
1465,0.01886191
1466,0.07236647
1467,0.1374565
1468,0.078337446
1469,0.0862412
1470,0.10661376
1471,0.10922345
1472,0.028568376
1473,0.12053205
1474,0.001430661
1475,0.0076435995
1476,0.02646006
1477,0.13600038
1478,0.054537803
1479,0.1360701
1480,0.7125779
1481,0.16480897
1482,0.089754075
1483,0.13595296
1484,0.07424186
1485,0.19299339
1486,0.09458485
1487,0.25998062
1488,0.04634818
1489,0.037742473
1490,0.11927288
1491,0.100424364
1492,0.12792431
1493,0.027964674
1494,0.13332595
1495,0.006282569
1496,0.07787
1497,0.08289236
1498,0.073974915
1499,0.1382585
1500,0.12603182
1501,0.09927512
1502,0.43393618
1503,0.046792865
1504,0.5302409
1505,0.03896844
1506,0.2399226
1507,0.09189957
1508,0.048581522
1509,0.004325894
1510,0.08082722
1511,0.03776955
1512,0.08123732
1513,0.015292892
1514,0.07954752
1515,0.10442438
1516,0.08227465
1517,0.042001218
1518,0.32727814
1519,0.24668932
1520,0.04989078
1521,0.053970378
1522,0.107690975
1523,0.30970076
1524,0.14521019
1525,0.09484999
1526,-0.046021733
1527,0.005314653
1528,0.14819288
1529,0.039103277
1530,0.021554163
1531,0.07114218
1532,0.038336776
1533,0.08345308
1534,0.12341669
1535,0.03515685
1536,0.1370725
1537,0.13304715
1538,0.4589131
1539,0.113685526
1540,0.064576976
1541,0.11613077
1542,0.1582925
1543,0.034100596
1544,0.16976151
1545,0.17727837
1546,0.05874977
1547,0.101433165
1548,0.08811079
1549,-0.01365798
1550,0.042113632
1551,0.07696286
1552,0.44301394
1553,0.34549093
1554,0.04634211
1555,0.15347649
1556,0.044280034
1557,-0.0083269775
1558,0.008058623
1559,0.09295137
1560,0.20924893
1561,0.01697539
1562,0.082999825
1563,0.08529335
1564,0.10733539
1565,0.13369334
1566,0.08356919
1567,0.27128586
1568,0.09860374
1569,0.10594098
1570,0.25711823
1571,0.051751472
1572,0.13141428
1573,0.33172154
1574,0.11242641
1575,0.042616207
1576,0.14507318
1577,0.010224233
1578,0.09704182
1579,0.40664533
1580,0.4189384
1581,0.5057975
1582,0.11433987
1583,0.07324427
1584,0.38775524
1585,0.22891498
1586,0.4460541
1587,0.012723028
1588,0.06829152
1589,0.22142299
1590,0.025518341
1591,0.15821074
1592,0.048981853
1593,0.7523877
1594,0.041231148
1595,0.0772869
1596,0.24267934
1597,0.04022673
1598,0.0423431
1599,0.114605024
1600,0.030513993
1601,0.07267747
1602,0.39795232
1603,0.032443322
1604,0.025931308
1605,0.09321395
1606,0.38199055
1607,0.08003362
1608,0.10374698
1609,0.042393778
1610,0.091957435
1611,0.97734505
1612,0.08082467
1613,0.33086896
1614,0.12361478
1615,0.11761289
1616,0.028653404
1617,0.1562987
1618,0.07396734
1619,0.44948697
1620,0.044502046
1621,0.061906908
1622,0.027111556
1623,0.26138338
1624,0.07202124
1625,0.12400533
1626,0.09327162
1627,0.09554963
1628,0.061753318
1629,0.14800362
1630,0.61508715
1631,0.0831808
1632,-0.0044412594
1633,0.13214491
1634,0.04454615
1635,0.4935116
1636,0.17944594
1637,0.009040891
1638,0.091774195
1639,0.1100371
1640,0.05367159
1641,0.053184103
1642,0.15381017
1643,0.012257032
1644,0.24074274
1645,0.052093934
1646,0.0151461065
1647,0.17525652
1648,0.07739102
1649,0.1425021
1650,0.10397603
1651,0.09859379
1652,0.432291
1653,0.13272737
1654,0.10997493
1655,0.15237486
1656,0.01671515
