id,target
200135,0.0090951985
200136,0.11234026
200137,0.06537201
200138,0.08508952
200139,0.028495848
200140,0.059424717
200141,0.030933864
200142,0.009731642
200143,0.07391999
200144,0.010841529
200145,0.073843956
200146,0.040447142
200147,0.045311604
200148,0.05965182
200149,0.05918664
200150,0.05341669
200151,0.13635902
200152,0.06989915
200153,0.037754744
200154,0.04678688
200155,0.039604627
200156,0.026261905
200157,0.026871393
200158,0.056836247
200159,0.11398207
200160,0.0403597
200161,0.10098502
200162,0.10674762
200163,0.14420176
200164,0.12606688
200165,0.04577843
200166,0.08735856
200167,0.23240955
200168,0.111783706
200169,0.009968124
200170,0.025476018
200171,0.013174911
200172,0.01370663
200173,0.038915474
200174,0.015190622
200175,0.11047309
200176,0.03518558
200177,0.018597968
200178,0.036626827
200179,0.059876233
200180,0.16309583
200181,0.036572963
200182,0.05685717
200183,0.03104024
200184,0.025590379
200185,0.054918565
200186,0.05702107
200187,0.0033920642
200188,0.12967604
200189,0.12104408
200190,0.07320806
200191,0.118946776
200192,0.12291053
200193,0.10346269
200194,0.09650847
200195,0.040690612
200196,0.03597028
200197,0.09660642
200198,0.07547524
200199,0.010587071
200200,0.37208644
200201,0.033011343
200202,0.028947007
200203,0.018072097
200204,0.16924502
200205,0.01550944
200206,0.07461778
200207,0.07779951
200208,0.03851522
200209,0.04665622
200210,0.038958512
200211,0.14725862
200212,0.09070821
200213,0.080365635
200214,0.009380717
200215,0.09177239
200216,0.041838102
200217,0.072864264
200218,0.0416017
200219,0.017379034
200220,0.076814376
200221,0.008463282
200222,0.058665317
200223,0.020734532
200224,0.07576247
200225,0.0784345
200226,0.11310448
200227,0.025196387
200228,0.06449978
200229,0.09094793
200230,0.08496531
200231,0.08797856
200232,0.13695168
200233,0.014688268
200234,0.023740094
200235,0.06326142
200236,0.098467566
200237,0.29786348
200238,0.08612415
200239,0.10150176
200240,0.024516141
200241,0.033803895
200242,0.16324843
200243,0.08447711
200244,0.11312325
200245,0.10062229
200246,0.028624004
200247,0.054085217
200248,0.038921725
200249,0.06178025
200250,0.15528512
200251,0.068075225
200252,0.041046727
200253,0.20104395
200254,0.04056597
200255,0.034125395
200256,0.049000714
200257,0.009433639
200258,0.28765357
200259,0.073960565
200260,0.09280912
200261,0.09947612
200262,0.023372948
200263,0.01473506
200264,0.016679693
200265,0.06376872
200266,0.13406445
200267,0.109353796
200268,0.09518069
200269,0.042863112
200270,0.6201361
200271,0.00057667395
200272,0.010534988
200273,0.09344867
200274,0.09406213
200275,0.04549931
200276,0.06354437
200277,0.09997102
200278,0.028998084
200279,0.03758156
200280,0.35612085
200281,0.09883763
200282,0.097459145
200283,0.004755854
200284,0.06487879
200285,0.11995592
200286,0.46315277
200287,0.0585633
200288,0.029118614
200289,0.016885048
200290,0.047517385
200291,0.011943697
200292,0.11294581
200293,0.02902596
200294,0.09117384
200295,0.011278138
200296,0.0936039
200297,0.08504418
200298,0.005235152
200299,0.080365635
200300,0.09390225
200301,0.09789304
200302,0.0129582975
200303,0.09144659
200304,0.0967772
200305,0.0011638178
200306,0.04660655
200307,0.12762706
200308,0.036388528
200309,0.1448926
200310,0.22325312
200311,0.07284645
200312,0.03419557
200313,0.024753854
200314,0.043010592
200315,0.08712913
200316,0.10678876
200317,0.1498293
200318,0.015940914
200319,0.06611257
200320,0.028767413
200321,0.056460813
200322,0.011640181
200323,0.050553467
200324,0.070852876
200325,0.0044633485
200326,0.08425977
200327,0.009653876
200328,0.13959213
200329,0.13812645
200330,0.037585206
200331,0.102527104
200332,0.102935694
200333,0.030406186
200334,0.024126833
200335,0.048197478
200336,0.033040076
200337,0.039806344
200338,0.03513978
200339,0.006481591
200340,0.039883863
200341,0.07406808
200342,0.02480948
200343,0.09152432
200344,0.042312838
200345,0.03315887
200346,0.08948358
200347,0.07541288
200348,0.015945433
200349,0.50967824
200350,0.067044884
200351,0.086905085
200352,0.051014934
200353,0.054401208
200354,0.07251412
200355,0.09985846
200356,0.1301962
200357,0.080032535
200358,0.069579214
200359,0.16052839
200360,0.04482026
200361,0.08760664
200362,0.025175415
200363,0.057516906
200364,0.11384856
200365,0.085869625
200366,0.07697776
200367,0.04548512
200368,0.0666681
200369,0.06337524
200370,0.03211599
200371,0.03953388
200372,0.0680272
200373,0.04404345
200374,0.056259554
200375,0.010940319
200376,0.085355595
200377,0.092341766
200378,0.058308017
200379,0.034203827
200380,0.09441586
200381,0.037298746
200382,0.09420742
200383,0.05734461
200384,0.11723676
200385,0.01582839
200386,0.0796159
200387,0.035584837
200388,0.11886581
200389,0.0300579
200390,0.06744963
200391,0.027000124
200392,0.045408376
200393,0.049811505
200394,0.13346751
200395,0.42829216
200396,0.060794797
200397,0.06672541
200398,0.04459935
200399,0.016481398
200400,0.08054864
200401,0.03348285
200402,0.016478864
200403,0.048657708
200404,0.115533456
200405,0.063512474
200406,0.05120506
200407,0.021766163
200408,0.07556913
200409,0.029305708
200410,0.057168726
200411,0.0845393
200412,0.029025963
200413,0.06211672
200414,0.027272493
200415,0.017214425
200416,0.009159199
200417,0.00939664
200418,0.06123768
200419,0.0067547127
200420,0.054193296
200421,0.13818671
200422,0.070849985
200423,0.09896056
200424,0.05609023
200425,0.013365221
200426,0.112718105
200427,0.028764073
200428,0.02126488
200429,0.021294715
200430,0.028368592
200431,0.0054670507
200432,0.031804852
200433,0.11725969
200434,0.085531585
200435,0.03580872
200436,0.0119323
200437,0.09380698
200438,0.09511546
200439,0.049811117
200440,0.034923326
200441,0.11715609
200442,0.028533088
200443,0.102339625
200444,0.10102958
200445,0.044479534
200446,0.10678088
200447,0.14387861
200448,0.0026006834
200449,0.09740019
200450,0.09511781
200451,0.061624218
200452,0.07361891
200453,0.077557
200454,0.028202334
200455,0.033777278
200456,0.09321887
200457,0.03375162
200458,0.13557877
200459,0.006863329
200460,0.081163384
200461,0.0790974
200462,0.14768405
200463,0.03848576
200464,0.037548747
200465,0.066539764
200466,0.08261447
200467,0.016577907
200468,0.024644576
200469,0.04981458
200470,0.036841083
200471,0.10858739
200472,0.07851999
200473,0.02343754
200474,0.05971023
200475,0.068996966
200476,0.09587686
200477,0.05805139
200478,0.05546573
200479,0.04175281
200480,0.08298167
200481,0.05555855
200482,0.051505927
200483,0.007031529
200484,0.0076434663
200485,0.04092511
200486,0.036886055
200487,0.043735195
200488,0.07927184
200489,0.052957393
200490,0.03746687
200491,0.09247775
200492,0.11358995
200493,0.015661716
200494,0.020344414
200495,0.03854692
200496,0.026567284
200497,0.06773512
200498,0.022909464
200499,0.14454788
200500,0.08666653
200501,-0.0027160393
200502,0.08215261
200503,0.07249374
200504,0.047429837
200505,0.03012548
200506,0.04572991
200507,0.04141372
200508,0.048492745
200509,0.09065214
200510,0.04959196
200511,0.04953402
200512,0.023194557
200513,0.050327443
200514,0.106500655
200515,0.03252453
200516,0.07913782
200517,0.09424503
200518,0.033072703
200519,0.09448324
200520,0.013194337
200521,0.054586224
200522,0.0050449367
200523,-0.0011796129
200524,0.01116817
200525,0.102359876
200526,0.009923141
200527,0.0645694
200528,0.49745086
200529,0.112098
200530,0.050370928
200531,0.06524083
200532,0.07149413
200533,0.051003505
200534,0.07852573
200535,0.00070872257
200536,0.0923533
200537,0.080449134
200538,0.072625436
200539,0.036312275
200540,0.026881773
200541,0.020881444
200542,0.10780954
200543,0.10049836
200544,0.05136576
200545,0.029912042
200546,0.09442733
200547,0.040197663
200548,0.060160138
200549,0.05303553
200550,0.07506945
200551,0.0023977912
200552,0.042869817
200553,0.05068902
200554,0.06828983
200555,0.0123663815
200556,0.015657516
200557,0.06453384
200558,0.080056466
200559,0.025675852
200560,0.25817987
200561,0.04716561
200562,0.043352697
200563,0.02957165
200564,0.08261169
200565,0.017987888
200566,0.07443705
200567,0.10943382
200568,0.08719388
200569,0.050387666
200570,0.043443594
200571,0.035733793
200572,0.09735105
200573,0.039132062
200574,0.0076961815
200575,0.12871726
200576,0.08822757
200577,0.07630965
200578,0.1070373
200579,0.0081878435
200580,0.046905186
200581,0.0051411535
200582,0.027740462
200583,0.06729771
200584,0.02539235
200585,0.023615176
200586,0.02746544
200587,0.26955268
200588,0.012564859
200589,0.048731677
200590,0.12936077
200591,0.046500165
200592,0.061343286
200593,0.49723104
200594,0.0978579
200595,0.021540642
200596,0.040966272
200597,0.04872008
200598,0.04309442
200599,0.0121024195
200600,0.12107391
200601,0.028384376
200602,0.084066086
200603,0.0961445
200604,0.13284796
200605,0.066590354
200606,0.11688173
200607,0.046951577
200608,0.056032386
200609,0.020591732
200610,0.033848353
200611,0.05576175
200612,0.05553993
200613,0.09429725
200614,0.029416675
200615,0.1282421
200616,0.0635234
200617,0.07245533
200618,0.05802044
200619,0.055589266
200620,-0.002906938
200621,0.007209451
200622,0.09678691
200623,0.085556276
200624,0.30783153
200625,0.13691469
200626,0.05349001
200627,0.10665817
200628,0.016065681
200629,0.071796425
200630,0.049475707
200631,0.044180788
200632,0.008578279
200633,0.07119727
200634,0.04647064
200635,0.099788755
200636,0.05915065
200637,0.02107445
200638,0.19881983
200639,0.018398473
200640,0.034409724
200641,0.05812238
200642,0.027558533
200643,0.06346681
200644,0.028799755
200645,0.09213899
200646,0.0074974378
200647,0.009614032
200648,0.03680013
200649,0.035150334
200650,0.1149024
200651,0.071886584
200652,0.045798823
200653,0.055415574
200654,0.08355243
200655,0.05483825
200656,0.042411763
200657,0.07559836
200658,0.0011122964
200659,0.115387484
200660,0.046707116
200661,0.023222711
200662,0.063828774
200663,0.032981575
200664,0.06968888
200665,0.009385958
200666,0.031674955
200667,0.06711366
200668,0.033847272
200669,0.086648755
200670,0.044501293
200671,0.09100015
200672,0.11669034
200673,0.036083724
200674,0.016890654
200675,0.058560982
200676,0.035740886
200677,0.13279358
200678,0.055515442
200679,0.063068464
200680,0.029353095
200681,0.13392052
200682,0.09118475
200683,0.039037872
200684,0.019218596
200685,0.010598883
200686,0.116728276
200687,0.122797534
200688,0.06800002
200689,0.04961649
200690,0.10383439
200691,0.044520058
200692,0.6306503
200693,0.052613027
200694,0.03597821
200695,0.041813076
200696,0.048033457
200697,0.113545485
200698,0.047790226
200699,0.048828512
200700,0.14684916
200701,0.002437201
200702,0.0378779
200703,0.14644015
200704,0.116223134
200705,0.06736695
200706,0.050382722
200707,0.03857616
200708,0.10719129
200709,0.02055225
200710,0.068412215
200711,0.08450822
200712,0.01803089
200713,0.11404885
200714,0.06066562
200715,0.09242074
200716,0.046675943
200717,0.010622151
200718,0.14382093
200719,0.07059116
200720,0.121853635
200721,0.004252843
200722,0.021766163
200723,0.07942212
200724,0.1058645
200725,0.06153111
200726,0.04164831
200727,0.060187705
200728,0.031204838
200729,0.0110653015
200730,0.02015286
200731,0.008292031
200732,0.015091063
200733,0.12218104
200734,0.087529466
200735,0.045680817
200736,0.10662326
200737,0.074302316
200738,0.10104498
200739,0.074203886
200740,0.0036355886
200741,0.012577831
200742,0.02090187
200743,0.014296241
200744,0.063327156
200745,0.066816404
200746,0.038850572
200747,0.0287226
200748,0.07700171
200749,0.11723905
200750,0.21561521
200751,0.114888035
200752,0.06201178
200753,0.058214653
200754,0.043544557
200755,0.11155175
200756,0.09783868
200757,0.005969784
200758,0.032039713
200759,0.041146792
200760,0.037940603
200761,0.017641488
200762,0.00860527
200763,0.082866624
200764,0.07739873
200765,0.019121088
200766,0.06033649
200767,0.011604872
200768,0.10135493
200769,0.0055094007
200770,0.023690341
200771,0.004498084
200772,0.007057082
200773,0.19343378
200774,0.06722093
200775,0.1712936
200776,0.06996161
200777,0.016968846
200778,0.061485004
200779,0.03688519
200780,0.09109068
200781,0.019323992
200782,0.033143885
200783,0.03577348
200784,0.0966752
200785,0.00762529
200786,0.034241196
200787,0.004777279
200788,0.07413065
200789,0.043777928
200790,0.05058137
200791,0.040250037
200792,0.04165154
200793,0.07434592
200794,0.025404155
200795,0.024375936
200796,0.017273048
200797,0.15225524
200798,0.050718714
200799,0.032157157
200800,0.0037654946
200801,0.015668027
200802,0.020564461
200803,0.07404842
200804,0.031079868
200805,0.16255139
200806,0.29637146
200807,0.06044726
200808,0.09508585
200809,0.083936356
200810,0.039222337
200811,0.084988646
200812,0.10510988
200813,0.13468845
200814,0.010877879
200815,0.062779814
200816,0.078188196
200817,0.028990407
200818,0.1296586
200819,0.0121140545
200820,0.043831524
200821,0.04156704
200822,0.024310209
200823,0.03293712
200824,0.041134987
200825,0.036824565
200826,0.009258302
200827,0.017977342
200828,0.2483905
200829,0.03540656
200830,0.10472229
200831,0.03139397
200832,0.34253895
200833,0.058030367
200834,0.02768586
200835,0.1045131
200836,0.015204163
200837,0.045902133
200838,0.07464801
200839,0.010594192
200840,0.19363818
200841,0.023992158
200842,0.11717516
200843,0.12125508
200844,-0.031207863
200845,0.11643183
200846,-0.0050055515
200847,0.08546483
200848,0.03355518
200849,0.0073514828
200850,0.04470791
200851,0.009876046
200852,0.018731423
200853,0.13755563
200854,0.022467231
200855,0.10094914
200856,0.3856187
200857,0.06838576
200858,0.01944939
200859,0.09124681
200860,0.019857459
200861,0.10846323
200862,0.095645085
200863,0.039838143
200864,0.021975357
200865,0.023320181
200866,0.148152
200867,0.009909788
200868,0.0084988205
200869,0.049200457
200870,0.052254606
200871,0.07521898
200872,0.09795013
200873,0.12277181
200874,0.043958485
200875,0.076516315
200876,0.012054687
200877,0.009520785
200878,0.06385384
200879,0.10610072
200880,0.030006683
200881,0.014377158
200882,0.08322768
200883,0.085075416
200884,0.074670225
200885,0.050610423
200886,0.076926626
200887,0.09171351
200888,0.021775164
200889,0.032524515
200890,0.078174315
200891,0.0035317594
200892,0.030737562
200893,0.060654327
200894,0.030747011
200895,0.03830331
200896,0.08079967
200897,0.021275964
200898,0.058112297
200899,0.02433608
200900,0.096106306
200901,0.01133679
200902,0.1702472
200903,0.014008612
200904,0.097643144
200905,0.031207139
200906,0.041780535
200907,0.046093844
200908,0.06973945
200909,0.03725835
200910,0.033786803
200911,0.008537783
200912,0.03908138
200913,0.01223473
200914,0.03577461
200915,0.0459232
200916,0.096740685
200917,0.06203697
200918,0.11100263
200919,0.031922765
200920,0.077987514
200921,0.050455477
200922,0.052360754
200923,0.049777016
200924,0.078577
200925,0.034184113
200926,0.027180461
200927,0.08865808
200928,0.16534333
200929,0.019850431
200930,0.070467606
200931,0.011028834
200932,0.009746794
200933,0.09886785
200934,0.044381317
200935,0.034124427
200936,0.012915721
200937,0.078071035
200938,0.07896775
200939,0.10033534
200940,0.026003245
200941,0.057426494
200942,0.16088843
200943,0.014855824
200944,0.05709681
200945,0.034518473
200946,0.09005817
200947,0.016649019
200948,0.075148866
200949,0.12697653
200950,0.012586818
200951,0.048784837
200952,0.09947313
200953,0.026925344
200954,0.09779346
200955,0.04807123
200956,0.010669224
200957,0.021033656
200958,0.06927716
200959,0.07935515
200960,0.03385077
200961,0.03484287
200962,0.01171709
200963,0.07401001
200964,0.038079627
200965,0.04557091
200966,0.035845663
200967,0.046884857
200968,0.052179214
200969,0.024386348
200970,0.0309321
200971,0.059708375
200972,0.024902746
200973,0.0947663
200974,0.08285795
200975,0.10148956
200976,0.013869238
200977,0.024120094
200978,0.05273406
200979,0.10837973
200980,0.03781147
200981,0.14673685
200982,0.010135897
200983,0.07524742
200984,0.0076595694
200985,0.057707507
200986,0.02046957
200987,0.04333445
200988,0.04994388
200989,0.065486975
200990,0.05697206
200991,0.011353316
200992,0.04394377
200993,0.074304916
200994,0.059842467
200995,0.044128157
200996,0.06778629
200997,0.5993146
200998,0.03710004
200999,0.09747002
201000,0.018401371
201001,0.052260153
201002,0.019121943
201003,0.0507124
201004,0.056817595
201005,0.045918316
201006,0.122636825
201007,0.0426344
201008,0.009769044
201009,0.07589426
201010,0.08875893
201011,0.039327767
201012,0.07856672
201013,0.081021614
201014,0.034248445
201015,0.071130365
201016,0.04568932
201017,0.015331692
201018,0.0799528
201019,0.0977696
201020,0.17902994
201021,0.10033201
201022,0.11244861
201023,0.15270598
201024,0.10924386
201025,0.19960074
201026,0.030569669
201027,0.04266224
201028,0.04679148
201029,0.021400966
201030,0.035098255
201031,0.06716255
201032,0.08597997
201033,0.078663975
201034,0.024383029
201035,0.093677595
201036,0.031244006
201037,0.04098101
201038,0.0114022875
201039,0.08419202
201040,0.11689092
201041,0.056347728
201042,0.0906217
201043,0.1005049
201044,0.07750626
201045,0.12881938
201046,0.10200938
201047,0.14422241
201048,0.007402239
201049,0.018586494
201050,0.029074242
201051,0.07169
201052,0.05922647
201053,0.089467235
201054,0.058845665
201055,0.0072285817
201056,0.08024373
201057,0.010904164
201058,0.037570477
201059,0.008826473
201060,0.036561072
201061,0.04162844
201062,0.28365943
201063,0.052577477
201064,0.03667173
201065,0.041234527
201066,0.008397852
201067,0.10465495
201068,0.082518145
201069,0.052279662
201070,0.045099765
201071,0.11107038
201072,0.019356087
201073,0.0457331
201074,0.041239846
201075,0.0072784093
201076,0.057920992
201077,0.043310825
201078,0.039411154
201079,0.046895184
201080,0.04137719
201081,0.09591996
201082,0.1035331
201083,0.028667247
201084,0.088135965
201085,0.044115882
201086,0.061239477
201087,0.037427504
201088,0.018653166
201089,0.06369711
201090,0.053082608
201091,0.114350155
201092,0.016214183
201093,0.16223542
201094,0.067316815
201095,0.076249294
201096,0.06866236
201097,0.059475113
201098,0.074942596
201099,0.09042172
201100,0.09237965
201101,0.027705899
201102,0.084144644
201103,0.071148224
201104,0.02265743
201105,0.03395176
201106,0.0074046473
201107,0.050220754
201108,0.10055504
201109,0.12355569
201110,0.05972383
201111,0.035212446
201112,0.11107574
201113,0.014779853
201114,0.074852526
201115,0.053326946
201116,0.02375753
201117,0.13308617
201118,0.054995738
201119,0.014093766
201120,0.03264788
201121,0.05658907
201122,0.036381748
201123,0.09702746
201124,0.06866784
201125,0.034608133
201126,0.084259175
201127,0.070330106
201128,0.041439332
201129,0.039026137
201130,0.07739784
201131,0.032364484
201132,0.10043114
201133,0.08720881
201134,0.019558432
201135,0.0591618
201136,0.03972538
201137,0.24288729
201138,0.09747291
201139,0.08788822
201140,0.030385133
201141,0.006689145
201142,0.29377106
201143,0.233876
201144,0.11994092
201145,0.011384082
201146,0.008072416
201147,0.025116643
201148,0.06499175
201149,0.048797943
201150,0.05913119
201151,0.034391128
201152,0.03892212
201153,0.09582665
201154,0.016973253
201155,0.010481501
201156,0.017617341
201157,0.08296437
201158,0.07941376
201159,0.10011465
201160,0.10319459
201161,0.037092283
201162,0.11149228
201163,0.014999938
201164,0.07346965
201165,0.061343696
201166,0.041921243
201167,0.0270048
201168,0.07350402
201169,0.086936004
201170,0.007458237
201171,0.052892007
201172,0.051230304
201173,0.08405755
201174,0.006507794
201175,0.02039426
201176,0.023075702
201177,0.031656526
201178,0.04595555
201179,0.050569654
201180,0.08014232
201181,0.15552497
201182,0.021223338
201183,0.0050356057
201184,0.080461465
201185,0.05178042
201186,0.009727997
201187,0.018547842
201188,0.085239075
201189,0.0055269785
201190,0.019505681
201191,0.06566713
201192,0.00633566
201193,0.04375585
201194,0.035837114
201195,0.09264122
201196,0.0057762284
201197,0.054158807
201198,0.0909059
201199,0.024127152
201200,0.0102580665
201201,0.10836148
201202,0.027739812
201203,0.0015486109
201204,0.031462774
201205,0.096336745
201206,0.08626699
201207,0.06183062
201208,0.04790504
201209,0.09752168
201210,0.030452322
201211,0.07705274
201212,0.12671301
201213,0.08189843
201214,0.0019013399
201215,0.008399833
201216,0.012426142
201217,0.027926896
201218,0.042269878
201219,0.06120888
201220,0.018115614
201221,0.21368638
201222,0.009932871
201223,0.03000964
201224,0.042138916
201225,0.018775102
201226,0.00527545
201227,0.0108873295
201228,0.04931903
201229,0.07379357
201230,0.017109
201231,0.0191203
201232,0.051532295
201233,0.061725967
201234,0.043023326
201235,0.02103773
201236,0.01627285
201237,0.0846437
201238,0.042389117
201239,0.002523397
201240,0.13704827
201241,0.1826359
201242,0.037000734
201243,0.01869178
201244,0.033335004
201245,0.07516667
201246,0.031901393
201247,0.0425566
201248,0.066212475
201249,0.020944575
201250,0.058064964
201251,0.08552289
201252,0.10553863
201253,0.043471873
201254,0.02328681
201255,0.026093459
201256,0.080813825
201257,0.07023433
201258,0.09542742
201259,0.1532851
201260,0.060265735
201261,0.11564882
201262,0.028004982
201263,0.07597794
201264,0.0938516
201265,0.08117779
201266,0.08312953
201267,0.011343914
201268,0.0722455
201269,0.04611526
201270,0.036546033
201271,0.100210905
201272,0.07469816
201273,0.46117774
201274,0.030759024
201275,0.048517473
201276,0.09046564
201277,0.05437201
201278,0.097291686
201279,0.0069632935
201280,0.027486838
201281,0.090225846
201282,0.028004564
201283,0.21106337
201284,0.069267735
201285,0.024474205
201286,0.022398267
201287,0.10551106
201288,0.031113885
201289,0.3737173
201290,0.010109062
201291,0.12945852
201292,0.04195394
201293,0.08581827
201294,0.11453306
201295,0.09033613
201296,0.093219645
201297,0.04678726
201298,0.05634562
201299,0.0648537
201300,0.020486403
201301,0.007277343
201302,0.01718696
201303,0.08440293
201304,0.07798067
201305,0.043610573
201306,0.102179356
201307,0.027960666
201308,0.17096518
201309,0.029995728
201310,0.09578009
201311,0.031803045
201312,0.0151838
201313,0.090591505
201314,0.037925947
201315,0.13102512
201316,0.10553487
201317,0.054813005
201318,0.114731535
201319,0.09920953
201320,0.078304395
201321,0.109400935
201322,0.123069026
201323,0.07880295
201324,0.0821658
201325,0.092932105
201326,0.02236045
201327,0.32969707
201328,0.06416312
201329,0.04839191
201330,0.055496145
201331,0.0770124
201332,0.115715384
201333,0.13857143
201334,0.06431715
201335,0.069131024
201336,0.046604943
201337,0.06771377
201338,0.024142167
201339,0.015215305
201340,0.056555655
201341,0.020006655
201342,0.087756135
201343,0.031206043
201344,0.05137127
201345,0.059180316
201346,0.012801061
201347,0.029394789
201348,0.036955833
201349,0.074504524
201350,0.05039617
201351,0.15125799
201352,0.07018439
201353,0.049272057
201354,0.043715745
201355,0.06034773
201356,0.08907748
201357,0.07132683
201358,0.07436426
201359,0.04460857
201360,0.019982746
201361,0.050003815
201362,0.035594236
201363,0.06505808
201364,0.08623394
201365,0.043618176
201366,0.11538284
201367,0.02006655
201368,0.10837973
201369,0.050425854
201370,0.06309059
201371,0.1573515
201372,0.030761594
201373,0.07977769
201374,0.046694413
201375,0.069736436
201376,0.038556386
201377,0.04750602
201378,0.03521573
201379,0.012851344
201380,0.09029956
201381,0.067793556
201382,0.08477008
201383,0.020142028
201384,0.029202411
201385,0.107415095
201386,0.037438665
201387,0.047976613
201388,0.11384856
201389,0.0012540062
201390,0.06877667
201391,0.035406888
201392,0.008896766
201393,0.4302474
201394,0.01649148
201395,0.017801175
201396,0.092284665
201397,0.06274136
201398,0.0401014
201399,0.07412228
201400,0.051113207
201401,0.024952494
201402,0.013557574
201403,0.059656646
201404,0.04531278
201405,0.0543835
201406,0.0364342
201407,0.036218043
201408,0.0118865995
201409,0.095714405
201410,0.047050547
201411,0.04851917
201412,0.08966899
201413,0.029126024
201414,0.10122675
201415,0.037873376
201416,0.054860357
201417,0.074537195
201418,0.04928652
201419,0.00903082
201420,0.026821505
201421,0.195994
201422,0.036213856
201423,0.053861357
201424,0.023871107
201425,0.052452777
201426,0.030326346
201427,0.06686255
201428,0.04297542
201429,0.07493661
201430,0.003723409
201431,0.04959025
201432,0.11611159
201433,0.11444876
201434,0.1489025
201435,0.08592822
201436,0.02109932
201437,0.08273693
201438,0.041393496
201439,0.03210123
201440,0.06701891
201441,0.04214051
201442,0.049724944
201443,0.052327316
201444,0.05062361
201445,0.0337095
201446,0.07306968
201447,0.10081509
201448,0.03612541
201449,0.064983845
201450,0.028858494
201451,0.029960094
201452,0.040183853
201453,0.083396755
201454,0.08732761
201455,0.02461925
201456,0.0132108005
201457,0.10676559
201458,0.012880041
201459,0.0961105
201460,0.09312851
201461,0.03298693
201462,0.052460108
201463,0.033492118
201464,0.07303303
201465,0.07526486
201466,0.019774865
201467,0.052497894
201468,0.0057940693
201469,0.04992007
201470,0.11613063
201471,0.12645103
201472,0.07882318
201473,0.069153346
201474,0.028802931
201475,0.05170399
201476,0.09462405
201477,0.047708087
201478,0.00911159
201479,0.054647762
201480,0.07585252
201481,0.070655406
201482,0.056618705
201483,0.098459736
201484,0.05137852
201485,0.07305091
201486,0.041018657
201487,0.02902596
201488,0.011090915
201489,0.06653095
201490,0.02496676
201491,0.03112375
201492,0.09311576
201493,0.07570004
201494,0.08790538
201495,0.016643612
201496,0.030954717
201497,0.077271186
201498,0.041858908
201499,0.0045621805
201500,0.09431244
201501,0.09953945
201502,0.021099629
201503,0.09659151
201504,0.017616037
201505,0.258649
201506,0.021235531
201507,0.040028196
201508,0.019087086
201509,0.051644303
201510,0.014575709
201511,0.16169776
201512,0.023704631
201513,0.036753163
201514,0.056343544
201515,0.078274876
201516,0.17661381
201517,0.093228
201518,0.0375094
201519,0.017824275
201520,0.014558084
201521,0.023737157
201522,0.064487144
201523,0.033716165
201524,0.0861165
201525,0.026744014
201526,0.027534219
201527,0.07608717
201528,0.14493835
201529,0.02750867
201530,0.10002855
201531,0.04570156
201532,0.09770207
201533,0.0329431
201534,0.07615573
201535,0.068458706
201536,0.016118567
201537,0.0856676
201538,0.029282873
201539,0.10363841
201540,0.013374475
201541,0.19887541
201542,0.1046282
201543,0.07242921
201544,0.036508884
201545,0.061080534
201546,0.045695852
201547,0.049330827
201548,0.032118805
